YBL024W	NCL1	NuCLear protein	TRM4|tRNA (cytosine-C5-)-methyltransferase	Verified	viable
YBL025W	RRN10	Regulation of RNA polymerase I	""	Verified	viable
YBL026W	LSM2	Like SM	Sm-like protein LSM2|SMX5|SNP3	Verified	inviable
YBL027W	RPL19B	Ribosomal Protein of the Large subunit	eL19|L19B|L19e|L23B|ribosomal 60S subunit protein L19B|rpl5L|YL14	Verified	viable
YBL028C	""	""	""	Verified	viable
YBL029W	""	""	""	Uncharacterized	viable
YBL030C	PET9	PETite	AAC2|ADP/ATP carrier protein PET9|ANC2|OP1	Verified	inviable
YBL031W	SHE1	Sensitivity to High Expression	""	Verified	viable
YBL032W	HEK2	HEterogeneous nuclear rnp K-like gene	KHD1	Verified	viable
YBL033C	RIB1	RIBoflavin biosynthesis	GTP cyclohydrolase II	Verified	viable
YBL034C	STU1	Suppressor of TUbulin	""	Verified	inviable
YBL035C	POL12	POLymerase	DNA-directed DNA polymerase alpha subunit POL12	Verified	inviable
YBL036C	""	""	""	Verified	viable
YBL037W	APL3	clathrin Adaptor Protein complex Large chain	""	Verified	viable
YBL038W	MRPL16	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL47|RML16|uL16m|YmL47	Verified	viable
YBL039C	URA7	URAcil requiring	CTP synthase URA7	Verified	viable
YBL040C	ERD2	Endoplasmic reticulum Retention Defective	""	Verified	inviable
YBL041W	PRE7	PRoteinase yscE	proteasome core particle subunit beta 6|PRS3	Verified	inviable
YBL042C	FUI1	5-FlUorourIdine resistance	uridine permease	Verified	viable
YBL043W	ECM13	ExtraCellular Mutant	""	Verified	viable
YBL044W	""	""	""	Uncharacterized	viable
YBL045C	COR1	CORe protein of QH2 cytochrome c reductase	QCR1|ubiquinol--cytochrome-c reductase subunit COR1	Verified	viable
YBL046W	PSY4	Platinum SensitivitY	HSM6	Verified	viable
YBL047C	EDE1	EH Domains and Endocytosis	BUD15	Verified	viable
YBL048W	RRT1	Regulator of rDNA Transcription	""	Uncharacterized	viable
YBL049W	MOH1	""	""	Verified	viable
YBL050W	SEC17	SECretory	RNS3	Verified	inviable
YBL051C	PIN4	Psi+ INducibility	MDT1	Verified	viable
YBL052C	SAS3	Something About Silencing	histone acetyltransferase|KAT6	Verified	viable
YBL054W	TOD6	Twin Of Dot6p	PBF1	Verified	viable
YBL055C	""	""	3'-5'-exodeoxyribonuclease|Tat-D	Verified	viable
YBL056W	PTC3	Phosphatase Two C	type 2C protein phosphatase PTC3	Verified	viable
YBL057C	PTH2	Peptidyl-Trna Hydrolase	aminoacyl-tRNA hydrolase	Verified	viable
YBL058W	SHP1	Suppressor of High-copy PP1	protein phosphatase regulator SHP1|UBX1	Verified	viable
YBL059W	IAI11	Interactor of AIm11	""	Uncharacterized	viable
YBL060W	YEL1	Yeast EFA6-Like	Arf family guanine nucleotide exchange factor YEL1	Verified	viable
YBL061C	SKT5	""	CAL2|CHS4|CSD4	Verified	viable
YBL063W	KIP1	KInesin related Protein	CIN9	Verified	viable
YBL064C	PRX1	PeroxiRedoXin	thioredoxin peroxidase PRX1	Verified	viable
YBL066C	SEF1	Suppressor of Essential Function	""	Verified	viable
YBL067C	UBP13	UBiquitin-specific Protease	ubiquitin-specific protease UBP13	Verified	viable
YBL068W	PRS4	PhosphoRibosylpyrophosphate Synthetase	ribose phosphate diphosphokinase subunit PRS4	Verified	viable
YBL069W	AST1	ATPase STabilizing	""	Verified	viable
YBL071C	""	""	""	Uncharacterized	viable
YBL072C	RPS8A	Ribosomal Protein of the Small subunit	eS8|ribosomal 40S subunit protein S8A|rp19|S14A|S8A|S8e|YS9	Verified	viable
YBL074C	AAR2	A1-Alpha2 Repression	U5 snRNP complex subunit AAR2	Verified	inviable
YBL075C	SSA3	Stress-Seventy subfamily A	Hsp70 family ATPase SSA3|YG106	Verified	viable
YBL076C	ILS1	IsoLeucine-tRNA Synthetase	isoleucine--tRNA ligase ILS1	Verified	inviable
YBL078C	ATG8	AuTophaGy related	APG8|AUT7|CVT5|ubiquitin-like protein ATG8	Verified	viable
YBL079W	NUP170	NUclear Pore	NLE3	Verified	viable
YBL080C	PET112	PETite colonies	glutamyl-tRNA(Gln) amidotransferase subunit PET112	Verified	viable
YBL081W	""	""	""	Uncharacterized	viable
YBL082C	ALG3	Asparagine Linked Glycosylation	dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase|RHK1	Verified	viable
YBL084C	CDC27	Cell Division Cycle	anaphase promoting complex subunit CDC27|APC3|SNB1	Verified	inviable
YBL085W	BOI1	Bem1 (One) Interacting protein	BOB1|GIN7	Verified	viable
YBL086C	""	""	""	Uncharacterized	viable
YBL087C	RPL23A	Ribosomal Protein of the Large subunit	L14|L17aA|L23A|ribosomal 60S subunit protein L23A|uL14|YL32	Verified	viable
YBL088C	TEL1	TELomere maintenance	DNA-binding protein kinase TEL1	Verified	viable
YBL089W	AVT5	Amino acid Vacuolar Transport	amino acid transporter	Verified	viable
YBL090W	MRP21	Mitochondrial Ribosomal Protein	bS21m|mitochondrial 37S ribosomal protein MRP21|MRP50	Verified	viable
YBL091C	MAP2	Methionine AminoPeptidase	methionine aminopeptidase	Verified	viable
YBL092W	RPL32	Ribosomal Protein of the Large subunit	eL32|L32|L32e|ribosomal 60S subunit protein L32	Verified	inviable
YBL093C	ROX3	Regulation by OXygen	MED19|NUT3|RMR1|SSN7|SSX2	Verified	viable
YBL095W	MRX3	Mitochondrial oRganization of gene eXpression (MIOREX)	""	Uncharacterized	viable
YBL097W	BRN1	homolog of BaRreN	condensin subunit BRN1	Verified	inviable
YBL098W	BNA4	Biosynthesis of Nicotinic Acid	kynurenine 3-monooxygenase	Verified	viable
YBL099W	ATP1	ATP synthase	F1F0 ATP synthase subunit alpha	Verified	viable
YBL101C	ECM21	ExtraCellular Mutant	ART2	Verified	viable
YBL102W	SFT2	Suppressor of sed Five Ts	""	Verified	viable
YBL103C	RTG3	ReTroGrade regulation	""	Verified	viable
YBL104C	SEA4	SEh1-Associated	YBL103C-A	Verified	viable
YBL105C	PKC1	Protein Kinase C	CLY15|CLY5|CLY7|HPO2|protein kinase C|RSF8|STT1	Verified	inviable
YBL106C	SRO77	Suppressor of rho3	putative Rab GTPase-binding protein SRO77|SNI2|SOP2	Verified	viable
YBL107C	MIX23	Mitochondrial Intermembrane space CX(n)C motif protein	MIC23	Verified	viable
YBR001C	NTH2	Neutral TreHalase	alpha,alpha-trehalase NTH2	Verified	viable
YBR002C	RER2	Retention in the Endoplasmic Reticulum	ditrans,polycis-polyprenyl diphosphate synthase	Verified	inviable
YBR003W	COQ1	COenzyme Q	trans-hexaprenyltranstransferase	Verified	viable
YBR004C	GPI18	GlycosylPhosphatidylInositol	FMP44|GPI-anchor transamidase GPI18	Verified	inviable
YBR005W	RCR1	Resistance to Congo Red	SSH6	Verified	viable
YBR007C	DSF2	Deletion Suppressor of mptFive/pufFive mutation	""	Verified	viable
YBR008C	FLR1	FLuconazole Resistance	""	Verified	viable
YBR009C	HHF1	Histone H Four	histone H4	Verified	viable
YBR010W	HHT1	Histone H Three	BUR5|histone H3|SIN2	Verified	viable
YBR011C	IPP1	Inorganic PyroPhosphatase	inorganic diphosphatase IPP1|PPA1	Verified	inviable
YBR013C	""	""	""	Uncharacterized	viable
YBR014C	GRX7	GlutaRedoXin	glutathione-disulfide reductase GRX7	Verified	viable
YBR015C	MNN2	MaNNosyltransferase	alpha-1,2-mannosyltransferase MNN2|CRV4|LDB8|TTP1	Verified	viable
YBR016W	""	""	""	Verified	viable
YBR017C	KAP104	KAryoPherin	""	Verified	viable
YBR018C	GAL7	GALactose metabolism	UDP-glucose:hexose-1-phosphate uridylyltransferase	Verified	viable
YBR019C	GAL10	GALactose metabolism	bifunctional UDP-glucose 4-epimerase/aldose 1-epimerase	Verified	viable
YBR020W	GAL1	GALactose metabolism	galactokinase	Verified	viable
YBR021W	FUR4	5-FlUoRouridine sensitivity	uracil permease	Verified	viable
YBR022W	POA1	Phosphatase Of ADP-ribose 1"-phosphate	ADP-ribose 1''-phosphate phosphatase	Verified	viable
YBR023C	CHS3	CHitin Synthase-related	CAL1|chitin synthase CHS3|CSD2|DIT101|KTI2	Verified	viable
YBR024W	SCO2	Suppressor of Cytochrome Oxidase deficiency	putative thioredoxin peroxidase SCO2	Verified	viable
YBR025C	OLA1	Obg-Like ATPase	Obg-like ATPase	Verified	viable
YBR026C	ETR1	2-Enoyl Thioester Reductase	enoyl-[acyl-carrier-protein] reductase|MRF1|MRF1'	Verified	viable
YBR027C	""	""	""	Uncharacterized	viable
YBR028C	YPK3	""	putative protein kinase YPK3	Verified	viable
YBR029C	CDS1	CDP-Diacylglycerol Synthase	CDG1|phosphatidate cytidylyltransferase	Verified	inviable
YBR030W	RKM3	Ribosomal lysine (K) Methyltransferase	protein-lysine N-methyltransferase	Verified	viable
YBR031W	RPL4A	Ribosomal Protein of the Large subunit	L2A|L4|L4A|ribosomal 60S subunit protein L4A|rp2|uL4|YL2	Verified	viable
YBR032W	""	""	""	Uncharacterized	viable
YBR033W	EDS1	Expression Dependent on Slt2	""	Uncharacterized	viable
YBR034C	HMT1	HnRNP MethylTransferase	HCP1|ODP1|protein-arginine omega-N  methyltransferase HMT1|RMT1	Verified	viable
YBR035C	PDX3	PyriDoXine auxotrophy	pyridoxamine-phosphate oxidase PDX3	Verified	viable
YBR036C	CSG2	Calcium Sensitive Growth	CLS2|mannosylinositol phosphorylceramide synthase regulatory subunit	Verified	viable
YBR037C	SCO1	Suppressor of Cytochrome Oxidase deficiency	Cu-binding protein SCO1|PET161	Verified	viable
YBR038W	CHS2	CHitin Synthase	chitin synthase CHS2	Verified	inviable
YBR039W	ATP3	ATP synthase	F1F0 ATP synthase subunit gamma	Verified	viable
YBR040W	FIG1	Factor-Induced Gene	""	Verified	viable
YBR041W	FAT1	FATty acid transporter	long-chain fatty acid transporter FAT1	Verified	viable
YBR042C	CST26	Chromosome STability	PSI1|putative acyltransferase	Verified	viable
YBR043C	QDR3	QuiniDine Resistance	AQR2	Verified	viable
YBR044C	TCM62	TriCarboxylic acid cycle Mutant	""	Verified	viable
YBR045C	GIP1	Glc7-Interacting Protein	protein phosphatase regulator GIP1	Verified	viable
YBR046C	ZTA1	ZeTA-crystallin	NADPH:quinone reductase	Verified	viable
YBR047W	FMP23	Found in Mitochondrial Proteome	""	Uncharacterized	viable
YBR048W	RPS11B	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S11B|rp41B|S11B|S17|S18B|uS17|YS12	Verified	viable
YBR049C	REB1	RNA polymerase I Enhancer Binding protein	DNA-binding protein REB1|EBF1|GRF2	Verified	inviable
YBR050C	REG2	REsistance to Glucose repression	protein phosphatase regulator REG2	Verified	viable
YBR052C	RFS1	Rad55 (Fifty-five) Suppressor	flavodoxin-like fold family protein	Verified	viable
YBR053C	""	""	""	Uncharacterized	viable
YBR054W	YRO2	""	""	Verified	viable
YBR055C	PRP6	Pre-mRNA Processing	RNA6|TSM7269|U4/U6-U5 snRNP complex subunit PRP6	Verified	inviable
YBR056W	MRX18	Mitochondrial oRganization of gene eXpression (MIOREX)	17-beta-hydroxysteroid dehydrogenase-like protein	Verified	viable
YBR057C	MUM2	MUddled Meiosis	SPOT8	Verified	viable
YBR058C	UBP14	UBiquitin-specific Protease	GID6|ubiquitin-specific protease UBP14	Verified	viable
YBR059C	AKL1	Ark family Kinase-Like protein	serine/threonine protein kinase AKL1	Verified	viable
YBR060C	ORC2	Origin Recognition Complex	origin recognition complex subunit 2|RRR1|SIR5	Verified	inviable
YBR061C	TRM7	Transfer RNA Methyltransferase	tRNA methyltransferase TRM7	Verified	viable
YBR062C	""	""	""	Uncharacterized	viable
YBR063C	""	""	""	Uncharacterized	viable
YBR065C	ECM2	ExtraCellular Mutant	SLT11	Verified	viable
YBR066C	NRG2	Negative Regulator of Glucose-controlled genes	""	Verified	viable
YBR067C	TIP1	Temperature shock-Inducible Protein	putative lipase	Verified	viable
YBR068C	BAP2	Branched-chain Amino acid Permease	branched-chain amino acid permease BAP2	Verified	viable
YBR069C	TAT1	Tyrosine and tryptophan Amino acid Transporter	amino acid transporter TAT1|TAP1|VAP1	Verified	viable
YBR070C	ALG14	Asparagine Linked Glycosylation	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14	Verified	inviable
YBR071W	""	""	""	Verified	viable
YBR072W	HSP26	Heat Shock Protein	chaperone protein HSP26	Verified	viable
YBR073W	RDH54	RaD54 Homolog	DNA-dependent ATPase RDH54|TID1	Verified	viable
YBR074W	PFF1	Protease in FXNA-related Family	YBR075W	Verified	viable
YBR076W	ECM8	ExtraCellular Mutant	""	Verified	viable
YBR077C	SLM4	Synthetic Lethal with Mss4	EGO3|GSE1|NIR1	Verified	viable
YBR078W	ECM33	ExtraCellular Mutant	""	Verified	viable
YBR079C	RPG1	""	TIF32|translation initiation factor eIF3 core subunit a	Verified	inviable
YBR080C	SEC18	SECretory	AAA family ATPase SEC18|ANU4	Verified	inviable
YBR081C	SPT7	SuPpressor of Ty's	GIT2|SAGA histone acetyltransferase complex subunit SPT7	Verified	viable
YBR082C	UBC4	UBiquitin-Conjugating	E2 ubiquitin-conjugating protein UBC4	Verified	viable
YBR083W	TEC1	Transposon Enhancement Control	ROC1	Verified	viable
YBR084W	MIS1	MItochondrial C1-tetrahydrofolate Synthase	trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1	Verified	viable
YBR085W	AAC3	ADP/ATP Carrier	ADP/ATP carrier protein AAC3|ANC3	Verified	viable
YBR086C	IST2	Increased Sodium Tolerance	""	Verified	viable
YBR087W	RFC5	Replication Factor C	replication factor C subunit 5	Verified	inviable
YBR088C	POL30	POLymerase	PCNA|proliferating cell nuclear antigen	Verified	inviable
YBR090C	""	""	""	Uncharacterized	viable
YBR091C	TIM12	Translocase of the Inner Membrane	MRS5	Verified	inviable
YBR092C	PHO3	PHOsphate metabolism	acid phosphatase PHO3|phoC	Verified	viable
YBR093C	PHO5	PHOsphate metabolism	acid phosphatase PHO5|phoE	Verified	viable
YBR095C	RXT2	""	RAF60	Verified	viable
YBR096W	""	""	""	Uncharacterized	viable
YBR097W	VPS15	Vacuolar Protein Sorting	GRD8|ubiquitin-binding serine/threonine protein kinase VPS15|VAC4|VPL19|VPS40|VPT15	Verified	viable
YBR098W	MMS4	Methyl MethaneSulfonate sensitivity	SLX2|YBR100W	Verified	viable
YBR101C	FES1	Factor Exchange for Ssa1p	""	Verified	viable
YBR102C	EXO84	EXOcyst	exocyst subunit EXO84|USA3	Verified	inviable
YBR103W	SIF2	Sir4p-Interacting Factor	EMB1	Verified	viable
YBR104W	YMC2	Yeast Mitochondrial Carrier	organic acid transporter	Verified	viable
YBR105C	VID24	Vacuolar Import and Degradation	GID4|glucose-induced degradation complex subunit VID24	Verified	viable
YBR106W	SND3	SRP-iNDependent targeting	PHO88	Verified	viable
YBR106W	SND3	SRP-iNDependent targeting	PHO88	Verified	viable
YBR107C	IML3	Increased Minichromosome Loss	MCM19	Verified	viable
YBR108W	AIM3	Altered Inheritance rate of Mitochondria	""	Verified	viable
YBR109C	CMD1	CalMoDulin	calmodulin|CaM	Verified	inviable
YBR110W	ALG1	Asparagine-Linked Glycosylation	chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase	Verified	inviable
YBR111C	YSA1	""	ADP-ribose diphosphatase|RMA2	Verified	viable
YBR112C	CYC8	CYtochrome C	CRT8|[OCT]|[OCT1+]|SSN6|transcription regulator CYC8	Verified	viable
YBR112C	CYC8	CYtochrome C	CRT8|[OCT]|[OCT1+]|SSN6|transcription regulator CYC8	Verified	viable
YBR114W	RAD16	RADiation sensitive	DNA repair protein RAD16|PSO5	Verified	viable
YBR115C	LYS2	LYSine requiring	L-aminoadipate-semialdehyde dehydrogenase	Verified	viable
YBR117C	TKL2	TransKetoLase	transketolase TKL2	Verified	viable
YBR118W	TEF2	Translation Elongation Factor	eEF1A|EF-1 alpha|translation elongation factor EF-1 alpha	Verified	viable
YBR119W	MUD1	Mutant U1 Die	U1A|U1-A	Verified	viable
YBR120C	CBP6	Cytochrome B Protein synthesis	""	Verified	viable
YBR121C	GRS1	Glycyl-tRNA Synthase	glycine--tRNA ligase	Verified	inviable
YBR122C	MRPL36	Mitochondrial Ribosomal Protein, Large subunit	bL31m|mitochondrial 54S ribosomal protein YmL36|YmL36	Verified	viable
YBR123C	TFC1	Transcription Factor class C	tau 95|transcription factor TFIIIC subunit TFC1	Verified	inviable
YBR125C	PTC4	Phosphatase Two C	GCT1|type 2C protein phosphatase PTC4	Verified	viable
YBR126C	TPS1	Trehalose-6-Phosphate Synthase	alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1|BYP1|CIF1|FDP1|GGS1|GLC6|TSS1	Verified	viable
YBR127C	VMA2	Vacuolar Membrane Atpase	ATPSV|H(+)-transporting V1 sector ATPase subunit B|VAT2	Verified	viable
YBR128C	ATG14	AuTophaGy related	APG14|CVT12	Verified	viable
YBR129C	OPY1	Overproduction-induced Pheromone-resistant Yeast	""	Verified	viable
YBR130C	SHE3	Swi5p-dependent HO Expression	""	Verified	viable
YBR131W	CCZ1	Calcium Caffeine Zinc sensitivity	CVT16	Verified	viable
YBR132C	AGP2	high-Affinity Glutamine Permease	""	Verified	viable
YBR133C	HSL7	Histone Synthetic Lethal	protein arginine N-methyltransferase	Verified	viable
YBR135W	CKS1	Cdc28 Kinase Subunit	cyclin-dependent protein kinase regulatory subunit CKS1	Verified	inviable
YBR136W	MEC1	Mitosis Entry Checkpoint	ESR1|protein kinase MEC1|RAD31|SAD3	Verified	inviable
YBR137W	""	""	""	Verified	viable
YBR138C	""	""	HDR1	Uncharacterized	viable
YBR139W	ATG42	AuTophaGy	carboxypeptidase C	Verified	viable
YBR140C	IRA1	Inhibitory Regulator of the RAS-cAMP pathway	GLC1|GTPase-activating protein IRA1|PPD1	Verified	inviable
YBR141C	BMT2	Base MethylTransferase of 25S RNA	25S rRNA (adenine2142-N1)-methyltransferase	Verified	viable
YBR142W	MAK5	MAintenance of Killer	putative ATP-dependent RNA helicase	Verified	inviable
YBR143C	SUP45	SUPpressor	eRF1|SAL4|SUP1|SUP47|translation termination factor eRF1	Verified	inviable
YBR144C	""	""	""	Uncharacterized	viable
YBR145W	ADH5	Alcohol DeHydrogenase	alcohol dehydrogenase ADH5	Verified	viable
YBR146W	MRPS9	Mitochondrial Ribosomal Protein, Small subunit	mitochondrial 37S ribosomal protein MRPS9|uS9m	Verified	viable
